Q9UKT9 ENST00000346872
Q9H246 ENST00000235307
Q9H244 ENST00000302632
P23508 ENST00000408903
P09210 ENST00000493422
P09211 ENST00000398606
Q9H239 ENST00000250144
P11532 ENST00000378723
Q9H237 ENST00000599083
Q9H1R2 ENST00000278979
Q9H1R3 ENST00000375994
P23515 ENST00000247271
P23511 ENST00000341376
P24844 ENST00000279022
P09228 ENST00000304725
P23510 ENST00000281834
O14490 ENST00000584874
O14492 ENST00000563740
P11509 ENST00000301141
O14494 ENST00000264775
O14493 ENST00000573160
Q9H228 ENST00000333430
O14495 ENST00000371250
P12830 ENST00000261769
Q9H1Q7 ENST00000360652
Q9H221 ENST00000272286
Q9H223 ENST00000220325
Q9H222 ENST00000260645
Q6VMQ6 ENST00000261168
P11511 ENST00000559878
Q9H213 ENST00000342972
Q9H1P3 ENST00000313733
Q9H1P6 ENST00000371168
Q9H211 ENST00000301019
O14498 ENST00000249842
P24821 ENST00000350763
O14497 ENST00000324856
O75947 ENST00000301587
Q92979 ENST00000599672
O75943 ENST00000509734
O75940 ENST00000369592
Q9H967 ENST00000263795
Q3LHN2 ENST00000334055
Q9H8U3 ENST00000287218
Q5SR56 ENST00000375344
P0CW01 ENST00000426950
O00391 ENST00000367602
Q5U5X0 ENST00000379380
Q92973 ENST00000337273
Q96EC8 ENST00000462683
Q6QEF8 ENST00000388767
Q92974 ENST00000361247
O75935 ENST00000259632
O75936 ENST00000263182
Q92968 ENST00000295030
O75934 ENST00000369541
Q9H8T0 ENST00000300245
O00399 ENST00000221114
Q5U5X8 ENST00000538780
Q96EB1 ENST00000350638
P0CW19 ENST00000437679
Q92966 ENST00000380821
P0CW18 ENST00000449534
O75937 ENST00000263697
P10809 ENST00000345042
Q96EB6 ENST00000212015
Q92963 ENST00000368322
Q59EK9 ENST00000426726
Q92959 ENST00000310926
Q5S007 ENST00000298910
O75925 ENST00000249636
O75923 ENST00000410020
Q9H8S9 ENST00000396049
Q92956 ENST00000355716
O75920 ENST00000380750
Q9H944 ENST00000265350
Q5T2R2 ENST00000376215
Q6MZZ7 ENST00000295055
O75928 ENST00000585916
Q92954 ENST00000445192
Q92953 ENST00000523207
Q92952 ENST00000222249
Q96EA4 ENST00000265295
Q6EBC2 ENST00000377035
Q9H936 ENST00000531214
Q92947 ENST00000222214
O75914 ENST00000360648
O75911 ENST00000376223
Q9H939 ENST00000409746
O75912 ENST00000288490
Q92945 ENST00000398148
Q92949 ENST00000322957
Q9P000 ENST00000263401
Q9H930 ENST00000415673
Q9P003 ENST00000465271
Q5T2S8 ENST00000305242
Q5SQS8 ENST00000329446
Q5T2T1 ENST00000540098
O75915 ENST00000273258
O75916 ENST00000262406
P09848 ENST00000264162
P08514 ENST00000262407
O75900 ENST00000356026
O75901 ENST00000361228
O00341 ENST00000371494
Q9H8Y5 ENST00000323348
Q9H8Y8 ENST00000234160
Q9H8Y1 ENST00000256362
Q96EG1 ENST00000570630
Q96EG3 ENST00000597582
O14981 ENST00000265990
O75908 ENST00000301466
O14983 ENST00000357084
O75909 ENST00000389879
O14986 ENST00000478500
O75907 ENST00000332324
Q03060 ENST00000395895
Q9H999 ENST00000239231
Q9H8X9 ENST00000424784
O00358 ENST00000375123
Q9H993 ENST00000367294
Q9H8X2 ENST00000287996
Q9H992 ENST00000409175
Q8TBC3 ENST00000291842
Q96EF6 ENST00000292852
Q8TBC4 ENST00000361055
Q8TBC5 ENST00000600404
Q96EF0 ENST00000374852
O14994 ENST00000332840
P07204 ENST00000377103
P07203 ENST00000419783
Q9H987 ENST00000394810
Q9H8W4 ENST00000315367
Q9H8W3 ENST00000369172
Q3LI59 ENST00000333892
Q9H8W5 ENST00000256649
C9JH25 ENST00000446477
Q03052 ENST00000373012
Q9H981 ENST00000335754
Q8TBB1 ENST00000263925
Q96EE3 ENST00000399892
P0CW24 ENST00000453825
P0CW23 ENST00000434239
Q96EE4 ENST00000410069
P0CW20 ENST00000413601
Q92990 ENST00000370360
Q3LI66 ENST00000334897
Q5T2W1 ENST00000583035
Q8TBB0 ENST00000514480
Q3LI64 ENST00000329122
Q92995 ENST00000263966
Q92994 ENST00000546474
Q92993 ENST00000341318
Q8TBB5 ENST00000270583
Q8TBB6 ENST00000231706
Q92997 ENST00000313143
P10826 ENST00000404969
P10827 ENST00000264637
P10828 ENST00000280696
Q92989 ENST00000525602
Q9H977 ENST00000348227
Q9H8V3 ENST00000540509
Q5U5Z8 ENST00000525123
Q9H972 ENST00000299088
Q9H974 ENST00000485050
Q7L014 ENST00000452510
Q96ED9 ENST00000397668
Q92982 ENST00000375446
Q92988 ENST00000240306
Q8TBA6 ENST00000163416
Q92985 ENST00000330243
Q96DZ9 ENST00000339180
O96007 ENST00000396954
Q15019 ENST00000401990
O00305 ENST00000539935
Q9H8M2 ENST00000467963
Q9H8M1 ENST00000263960
Q15018 ENST00000298492
O96006 ENST00000381218
O96005 ENST00000337392
O96004 ENST00000231121
Q8TAW3 ENST00000317398
Q96DZ5 ENST00000360535
O00308 ENST00000356003
Q16348 ENST00000489711
Q96DZ7 ENST00000442633
O96009 ENST00000253719
P56199 ENST00000282588
O96008 ENST00000252487
O00300 ENST00000297350
O96001 ENST00000342032
O00303 ENST00000533626
O96000 ENST00000268668
O14948 ENST00000265440
O14949 ENST00000378670
Q96DZ1 ENST00000185150
Q15022 ENST00000322652
Q15021 ENST00000315579
Q15020 ENST00000228284
Q6MZT1 ENST00000334025
Q15025 ENST00000522226
O14944 ENST00000244869
Q15024 ENST00000265564
Q16352 ENST00000369849
Q9H8L6 ENST00000372027
O96018 ENST00000316757
O96017 ENST00000382580
Q96DY7 ENST00000305949
Q15029 ENST00000591382
O96015 ENST00000216068
Q15027 ENST00000158762
Q8TB72 ENST00000361078
Q8TAV3 ENST00000308919
Q8TAV4 ENST00000379631
Q8TAV5 ENST00000310799
O96019 ENST00000429709
Q5VZV1 ENST00000267273
O96014 ENST00000322563
O96013 ENST00000435673
O00311 ENST00000428239
O96011 ENST00000369306
O14957 ENST00000589880
O14958 ENST00000261448
Q15032 ENST00000264160
Q9H8K7 ENST00000481909
Q8TAV0 ENST00000010299
Q15031 ENST00000265537
O14950 ENST00000584539
Q15036 ENST00000233575
Q16363 ENST00000230538
Q15035 ENST00000182527
Q15034 ENST00000264345
Q96DX7 ENST00000299413
O00327 ENST00000403290
O96028 ENST00000508803
O00329 ENST00000377346
Q15038 ENST00000549555
Q96DX8 ENST00000259030
Q8TB68 ENST00000323249
Q96E93 ENST00000266551
Q8TB61 ENST00000393812
Q96DX5 ENST00000380488
Q8TAU3 ENST00000312026
Q96DX4 ENST00000537866
O96020 ENST00000308108
O00321 ENST00000403402
Q8TB69 ENST00000590202
P81172 ENST00000222304
O00322 ENST00000379013
O96024 ENST00000419471
O14967 ENST00000414773
Q15040 ENST00000216039
Q15043 ENST00000359741
Q16378 ENST00000574424
Q15042 ENST00000264158
Q15041 ENST00000304414
Q8TAU0 ENST00000344586
Q15048 ENST00000292524
O14964 ENST00000329138
Q15047 ENST00000271640
O14966 ENST00000367139
Q9H8J5 ENST00000535902
Q15046 ENST00000319410
O14965 ENST00000395913
O00338 ENST00000326853
Q96DW6 ENST00000273158
Q8TAT5 ENST00000264596
Q8TAT6 ENST00000374747
Q15049 ENST00000311597
O00339 ENST00000520016
O14980 ENST00000401558
Q8TB52 ENST00000237281
O00330 ENST00000227868
O96033 ENST00000582677
O14979 ENST00000502762
O14978 ENST00000219069
Q5JWR5 ENST00000349129
Q15051 ENST00000310864
Q15050 ENST00000320270
Q15054 ENST00000263681
O14972 ENST00000309117
Q15052 ENST00000250617
Q53TQ3 ENST00000403263
Q15059 ENST00000303407
O14975 ENST00000267842
O14974 ENST00000450142
Q15058 ENST00000367350
Q16384 ENST00000376919
Q16385 ENST00000336777
O14977 ENST00000347770
Q15057 ENST00000326793
O14976 ENST00000314167
Q15056 ENST00000575843
Q5U649 ENST00000330828
Q92935 ENST00000374280
Q92934 ENST00000309032
P56159 ENST00000355422
Q5VZY2 ENST00000398250
Q9H920 ENST00000361756
O14901 ENST00000305883
O14904 ENST00000272164
O14905 ENST00000290015
Q15061 ENST00000407426
O14908 ENST00000586027
O14907 ENST00000225525
Q15063 ENST00000379747
Q16394 ENST00000378204
Q92932 ENST00000404321
Q92930 ENST00000321437
Q15067 ENST00000293217
Q5SQQ9 ENST00000369206
Q92925 ENST00000448276
Q8TAZ6 ENST00000268595
Q9H910 ENST00000248098
Q9H8P0 ENST00000264228
Q5U651 ENST00000222145
Q53TS8 ENST00000439140
O14917 ENST00000377918
Q15072 ENST00000443387
Q15070 ENST00000358043
Q15077 ENST00000538328
Q15075 ENST00000322349
Q92922 ENST00000254480
O14910 ENST00000552864
Q15078 ENST00000313401
Q92915 ENST00000376131
Q9H903 ENST00000395759
Q92914 ENST00000293829
Q92913 ENST00000370603
Q9H900 ENST00000307897
P56179 ENST00000518156
Q92918 ENST00000591517
Q9H902 ENST00000538924
P56178 ENST00000222598
Q5T2N8 ENST00000378785
Q92917 ENST00000156109
P56177 ENST00000361725
P81133 ENST00000262901
Q5U623 ENST00000356427
Q5U5Q3 ENST00000406189
Q5SQN1 ENST00000366759
O14924 ENST00000344733
Q15080 ENST00000397147
O14926 ENST00000581300
O14925 ENST00000260867
Q15084 ENST00000404371
O14929 ENST00000264108
A7KAX9 ENST00000310343
O14920 ENST00000520810
Q9H8N7 ENST00000344423
Q92911 ENST00000222248
P56182 ENST00000497547
P56181 ENST00000354250
O14921 ENST00000391995
P56180 ENST00000361285
Q92904 ENST00000250863
Q5U5R9 ENST00000298068
Q8TAX9 ENST00000360317
Q92903 ENST00000295887
Q92902 ENST00000325103
Q92901 ENST00000268661
Q92908 ENST00000581694
Q8TB96 ENST00000320640
Q92905 ENST00000357849
Q8TAX7 ENST00000413702
Q5JX71 ENST00000371328
O14936 ENST00000378163
O14939 ENST00000263088
Q8TAX0 ENST00000536433
Q6MZW2 ENST00000265342
Q9H8M9 ENST00000410071
Q8TB92 ENST00000398661
Q6JQN1 ENST00000455480
Q92900 ENST00000599848
O14931 ENST00000383477
Q9H8M5 ENST00000369878
O14933 ENST00000287156
P56192 ENST00000262027
Q9H8M7 ENST00000277632
Q8TC20 ENST00000502583
Q8TC21 ENST00000308811
P19174 ENST00000373272
P20160 ENST00000233997
A2RU67 ENST00000416494
Q8TC29 ENST00000331161
Q8TBQ9 ENST00000502346
Q96ET8 ENST00000225576
Q8TC27 ENST00000379907
Q9H9F9 ENST00000243903
P07195 ENST00000396076
P46783 ENST00000326199
A5D8T8 ENST00000393701
P45452 ENST00000571284
P07197 ENST00000221166
P20155 ENST00000248701
P83731 ENST00000394077
P07199 ENST00000379751
Q5T3F8 ENST00000323267
Q8TBP0 ENST00000310924
Q8TC12 ENST00000381346
P46782 ENST00000196551
P46781 ENST00000574910
Q8TC17 ENST00000344415
Q96F45 ENST00000372524
Q96F44 ENST00000284551
Q8TBP5 ENST00000312637
Q96ES7 ENST00000317058
Q8TBP6 ENST00000341119
Q96ES6 ENST00000301327
Q96F46 ENST00000319363
P68106 ENST00000380986
P68104 ENST00000316292
Q9H9E1 ENST00000296785
Q9H9E3 ENST00000393612
Q16401 ENST00000210313
P46777 ENST00000370321
P46776 ENST00000314138
P46779 ENST00000458349
P46778 ENST00000272274
P56134 ENST00000292475
P32121 ENST00000412477
Q8TC07 ENST00000550746
A2RU48 ENST00000316048
A2RU49 ENST00000388988
Q96ER9 ENST00000395696
Q96ER3 ENST00000524803
Q8TC05 ENST00000303145
P20138 ENST00000262262
Q9H9D4 ENST00000311764
P20132 ENST00000257549
P22794 ENST00000247270
Q5SRD1 ENST00000374098
P21462 ENST00000304748
P22792 ENST00000323830
Q05707 ENST00000297848
A2RU54 ENST00000339992
P32119 ENST00000301522
Q96EQ0 ENST00000381007
Q8TBN0 ENST00000394836
P20151 ENST00000325321
A6PVS8 ENST00000354431
P68133 ENST00000366684
Q96EQ8 ENST00000217740
Q96F25 ENST00000370205
Q96F24 ENST00000277746
Q4AC94 ENST00000334126
Q8TBM8 ENST00000442697
Q96EP9 ENST00000273861
Q5SRE5 ENST00000372577
Q9H9C1 ENST00000557658
P20142 ENST00000373025
Q400G9 ENST00000312371
Q5SRE7 ENST00000308941
Q96EX2 ENST00000257575
Q96EX1 ENST00000423898
Q5T3J3 ENST00000369763
Q96EX3 ENST00000372715
P32189 ENST00000378943
Q9H9J2 ENST00000258383
Q15102 ENST00000538771
Q9H9J4 ENST00000306177
Q96F85 ENST00000263655
A2RU30 ENST00000316577
Q96F86 ENST00000568176
Q8TC56 ENST00000302938
Q96F81 ENST00000284476
Q15109 ENST00000427822
Q96F83 ENST00000547315
Q96EW2 ENST00000306103
P58743 ENST00000306312
Q8TC57 ENST00000290536
Q8TC59 ENST00000356766
Q16445 ENST00000274545
Q15113 ENST00000223061
Q15118 ENST00000410055
Q15116 ENST00000334409
Q8TC44 ENST00000313546
Q96EV2 ENST00000401878
Q8TC41 ENST00000359704
Q15119 ENST00000503176
Q50LG9 ENST00000529415
P58753 ENST00000392678
Q96EV8 ENST00000344537
Q15121 ENST00000360472
Q9H9H4 ENST00000267202
Q15120 ENST00000441463
Q15125 ENST00000495186
Q15124 ENST00000396396
Q5SRH9 ENST00000447632
Q5T3I0 ENST00000334588
Q96F63 ENST00000269967
Q15126 ENST00000368467
A2RU14 ENST00000526175
Q96EU7 ENST00000304661
Q96EU6 ENST00000244496
Q8TC36 ENST00000356173
Q8TBR7 ENST00000308278
Q9H9G7 ENST00000373191
Q15131 ENST00000353379
Q5SRI9 ENST00000358812
P07108 ENST00000542275
P09769 ENST00000399173
Q96EL2 ENST00000317534
Q9P055 ENST00000356057
Q03154 ENST00000404366
Q96EL1 ENST00000333323
Q96EL3 ENST00000258105
Q96EK9 ENST00000371614
P22736 ENST00000360284
P22735 ENST00000206765
Q96EK5 ENST00000361983
Q96EK4 ENST00000303596
Q96EK7 ENST00000476287
Q96EK6 ENST00000216410
P22732 ENST00000377424
P10767 ENST00000228837
P10768 ENST00000378720
Q8TBH0 ENST00000222250
Q6RI45 ENST00000373275
Q96EK2 ENST00000313237
P19105 ENST00000579226
P22748 ENST00000300900
Q3LI72 ENST00000334151
Q3LI73 ENST00000334058
Q3LI70 ENST00000334046
Q8TBG9 ENST00000478300
Q3LI76 ENST00000334067
Q3LI77 ENST00000334068
Q8TBG4 ENST00000296486
P22749 ENST00000263863
Q5JXB2 ENST00000370494
Q03135 ENST00000341049
Q8TBF5 ENST00000392391
Q8TBF8 ENST00000288228
Q8TBF2 ENST00000444521
Q96EI5 ENST00000372629
Q8TBF4 ENST00000266529
P09758 ENST00000371225
P10745 ENST00000584701
Q9P086 ENST00000293777
P10746 ENST00000368797
O75995 ENST00000356892
P10747 ENST00000458610
Q5JXC2 ENST00000235332
Q96EH5 ENST00000433055
Q8TBE7 ENST00000393079
Q04446 ENST00000429644
Q8TBE0 ENST00000416165
Q8TBE1 ENST00000272133
Q8TBE3 ENST00000312349
Q96EH3 ENST00000466681
P07101 ENST00000381178
Q8TBE9 ENST00000304788
Q96EP0 ENST00000324103
Q96F10 ENST00000269298
Q96F15 ENST00000358647
Q96EP5 ENST00000233078
Q03111 ENST00000252674
Q03112 ENST00000264674
Q9P013 ENST00000570729
Q8TBM7 ENST00000372281
Q03113 ENST00000275364
Q9P015 ENST00000260102
Q9P016 ENST00000392595
Q96EP1 ENST00000432561
Q9H9B1 ENST00000460843
Q9H9B4 ENST00000321442
O75976 ENST00000225719
O75973 ENST00000253407
Q9P021 ENST00000238892
Q96F05 ENST00000304271
O75971 ENST00000395589
Q96F07 ENST00000442283
O75970 ENST00000319217
Q9H9A5 ENST00000454516
P46736 ENST00000369462
Q9H9A7 ENST00000325875
Q9H9A6 ENST00000370952
P08493 ENST00000228938
Q8TBK6 ENST00000509437
Q96EN8 ENST00000261326
Q96EN9 ENST00000358607
P21453 ENST00000305352
P21452 ENST00000373306
P46734 ENST00000342679
O75969 ENST00000228850
O75964 ENST00000599678
Q9P031 ENST00000256151
O75962 ENST00000344204
Q9P032 ENST00000316149
Q8TBK2 ENST00000219315
P34741 ENST00000302190
Q9P035 ENST00000261875
P19113 ENST00000267845
Q8TBJ5 ENST00000486811
O75955 ENST00000444632
O75956 ENST00000301488
O75953 ENST00000453597
O75954 ENST00000537971
O75952 ENST00000463087
Q7L099 ENST00000381006
Q8TBJ4 ENST00000374874
P33402 ENST00000282249
Q96EM0 ENST00000247194
Q6X9E4 ENST00000296438
P21439 ENST00000265723
P08476 ENST00000242208
P22760 ENST00000232892
P08473 ENST00000492661
P07148 ENST00000295834
Q9H7S9 ENST00000331569
Q92859 ENST00000339362
P10914 ENST00000405885
Q6IMN6 ENST00000251071
P10915 ENST00000274341
Q92858 ENST00000306011
P10916 ENST00000228841
P09923 ENST00000295463
Q9H845 ENST00000308982
P10911 ENST00000519895
P10912 ENST00000230882
Q9H840 ENST00000591747
Q5T1R4 ENST00000247584
Q6V1P9 ENST00000357232
Q96DA0 ENST00000382280
Q96DA2 ENST00000369454
Q92851 ENST00000286186
Q96DA6 ENST00000382564
Q92854 ENST00000438547
P09936 ENST00000503431
P08603 ENST00000367429
Q9H7R5 ENST00000396424
Q9H832 ENST00000360943
Q92841 ENST00000403230
Q92845 ENST00000361580
Q92844 ENST00000392749
Q92843 ENST00000557008
Q92838 ENST00000374552
Q92837 ENST00000371021
Q92835 ENST00000359570
Q9H825 ENST00000392604
Q92839 ENST00000222115
Q5VYY2 ENST00000404743
Q5T215 ENST00000368602
Q92830 ENST00000564173
Q53T94 ENST00000263663
Q92834 ENST00000378505
Q92833 ENST00000341776
Q9H7P9 ENST00000409794
Q9H819 ENST00000302060
Q92832 ENST00000357134
Q92831 ENST00000263754
Q9H7P6 ENST00000361171
P09913 ENST00000371826
Q9H816 ENST00000369563
Q92826 ENST00000290295
P09914 ENST00000371804
P09912 ENST00000339145
Q92824 ENST00000545128
P09917 ENST00000574291
Q9H814 ENST00000297540
Q9H813 ENST00000535273
Q92828 ENST00000375077
Q6AW86 ENST00000336614
Q5T1Q4 ENST00000360388
Q5T230 ENST00000304477
Q5JW98 ENST00000368596
Q92823 ENST00000425651
Q9H808 ENST00000246112
Q92820 ENST00000260118
P10909 ENST00000560366
P07305 ENST00000340857
P08637 ENST00000436743
P34925 ENST00000296084
O00469 ENST00000282903
P07307 ENST00000380952
P07306 ENST00000269299
O00462 ENST00000226578
O00461 ENST00000470487
O00463 ENST00000336184
Q5T1V6 ENST00000331314
O00468 ENST00000379370
Q5T280 ENST00000361256
Q8TAB3 ENST00000373034
A2RUB1 ENST00000409122
Q96DE5 ENST00000299381
Q8TAB5 ENST00000270815
Q96DE0 ENST00000502852
Q92890 ENST00000263202
O00471 ENST00000413566
O00470 ENST00000398506
Q92896 ENST00000205061
P09972 ENST00000395321
Q53SZ7 ENST00000335524
A2RUB6 ENST00000394672
P07311 ENST00000555694
P08648 ENST00000293379
P07316 ENST00000260988
P34913 ENST00000521400
P07315 ENST00000282141
P10966 ENST00000331469
O00472 ENST00000237853
Q9H875 ENST00000397912
P34910 ENST00000330927
Q9H7V2 ENST00000376862
O00479 ENST00000377575
Q9H871 ENST00000283632
O00478 ENST00000244519
Q8TAA1 ENST00000398009
Q8TAA3 ENST00000308268
Q5VZB9 ENST00000325870
O00482 ENST00000367362
A2RUC4 ENST00000354611
Q96DD0 ENST00000370138
O00481 ENST00000289361
P08651 ENST00000443272
Q8TAA9 ENST00000310260
P07320 ENST00000264376
Q92882 ENST00000346234
Q96DD7 ENST00000362011
Q8TAA5 ENST00000329271
Q92889 ENST00000311895
Q92888 ENST00000337665
Q92887 ENST00000370449
Q92886 ENST00000314744
P34903 ENST00000535043
Q92879 ENST00000532048
Q9H867 ENST00000395860
Q9H869 ENST00000368339
O00483 ENST00000339600
O00488 ENST00000374266
O00487 ENST00000409682
Q9H7U1 ENST00000372088
Q92870 ENST00000508593
P22914 ENST00000307944
Q92874 ENST00000320700
Q96DC9 ENST00000203664
Q75N03 ENST00000440859
Q92871 ENST00000216259
Q92878 ENST00000265335
Q92876 ENST00000376851
P08620 ENST00000168712
P08621 ENST00000598441
Q96DC7 ENST00000252100
Q9H7T9 ENST00000538789
P09958 ENST00000268171
Q9H857 ENST00000307076
Q05586 ENST00000371546
Q5SQ64 ENST00000455632
Q9H7T3 ENST00000239125
O00499 ENST00000316724
Q96DB2 ENST00000295757
P09960 ENST00000228740
Q96DB5 ENST00000406452
P08631 ENST00000520553
Q96D98 ENST00000326282
O00425 ENST00000258729
Q5VYS4 ENST00000380482
Q96CX3 ENST00000396048
O00429 ENST00000553257
Q96D96 ENST00000242607
Q96CX6 ENST00000295628
Q7Z7M9 ENST00000259056
Q5VYS8 ENST00000375963
P81274 ENST00000406462
O00422 ENST00000607003
O00421 ENST00000357392
Q7Z7M0 ENST00000251268
O00423 ENST00000334192
Q6XYQ8 ENST00000228567
Q96CX2 ENST00000317765
Q16236 ENST00000397062
Q96CW6 ENST00000263997
Q7Z7L1 ENST00000394566
Q96CW9 ENST00000393229
Q9H7J1 ENST00000452015
Q5U4N7 ENST00000374375
Q96CW5 ENST00000261965
Q5QJE6 ENST00000436063
Q7Z7L7 ENST00000291900
Q5VZ52 ENST00000373764
Q7Z7L9 ENST00000540894
Q96CW1 ENST00000292807
Q5T1H1 ENST00000370616
Q7Z7K0 ENST00000466830
Q7Z7K2 ENST00000302017
Q96D71 ENST00000450536
Q7Z7K6 ENST00000299736
O00442 ENST00000260563
O00444 ENST00000270861
O00443 ENST00000265970
Q96CV9 ENST00000378757
O00445 ENST00000354308
Q96D70 ENST00000361574
Q16254 ENST00000379378
O00459 ENST00000222254
O00458 ENST00000005558
Q9H7H0 ENST00000382985
Q7Z7J5 ENST00000478945
O00451 ENST00000517328
O00453 ENST00000412623
Q96CU9 ENST00000263578
Q7Z7J7 ENST00000287585
Q7Z7J9 ENST00000375078
Q5VZ89 ENST00000380432
Q92813 ENST00000557010
P56279 ENST00000402399
P56278 ENST00000362018
Q92819 ENST00000303924
P56277 ENST00000598989
Q92817 ENST00000301607
Q5T1N1 ENST00000370001
Q16270 ENST00000295666
Q5VYX0 ENST00000331772
P56282 ENST00000216367
P0C5J1 ENST00000262365
A2RTY3 ENST00000604834
Q9H7N4 ENST00000360565
Q92805 ENST00000373555
Q92804 ENST00000605844
Q92802 ENST00000399396
Q92806 ENST00000368088
Q5T200 ENST00000242848
Q16280 ENST00000329903
Q16281 ENST00000393504
Q5VYY1 ENST00000371930
P83881 ENST00000600969
Q16288 ENST00000360948
Q8TA94 ENST00000293725
Q92800 ENST00000428826
Q9H7M9 ENST00000394957
O00408 ENST00000334456
Q8TA86 ENST00000297157
O00409 ENST00000345097
Q5JVS0 ENST00000375249
O00400 ENST00000392845
O00401 ENST00000223023
Q53T59 ENST00000304031
Q9H7L9 ENST00000543473
A5D8V7 ENST00000356392
A5D8V6 ENST00000301765
A2RTX5 ENST00000335968
Q5T1M5 ENST00000238256
Q5VYV7 ENST00000334534
Q6IMI6 ENST00000329106
O00418 ENST00000263026
Q7Z7N9 ENST00000333449
O00411 ENST00000588649
O00410 ENST00000261574
Q6PB30 ENST00000370287
Q5VZM2 ENST00000262850
Q96E39 ENST00000321792
Q96DR8 ENST00000308796
Q8TB03 ENST00000327877
Q96E35 ENST00000298585
Q96DR5 ENST00000354932
Q96DR4 ENST00000296632
Q8TB05 ENST00000590891
Q96DR7 ENST00000356448
Q6B8I1 ENST00000372702
Q5T2D2 ENST00000483722
P20273 ENST00000085219
Q5T2D3 ENST00000375120
Q1MX18 ENST00000379554
Q6MZM0 ENST00000315765
P20290 ENST00000380591
Q96E22 ENST00000368494
P20292 ENST00000380490
Q96E29 ENST00000287025
Q5T2E6 ENST00000370033
A2RUU4 ENST00000373861
P32249 ENST00000376414
Q96E11 ENST00000344641
Q96E17 ENST00000282878
P32242 ENST00000366671
Q96E16 ENST00000490331
P32241 ENST00000325123
Q8TAM6 ENST00000397283
P32243 ENST00000339475
P32246 ENST00000296140
Q8TAM1 ENST00000393262
Q8TAM2 ENST00000338104
P32245 ENST00000299766
P32248 ENST00000246657
Q96DP5 ENST00000220058
Q96E14 ENST00000312499
Q96E09 ENST00000394264
P21583 ENST00000228280
P83876 ENST00000269601
P21589 ENST00000257770
Q5VZK9 ENST00000329474
P32239 ENST00000525462
P32238 ENST00000295589
Q8TAL5 ENST00000288462
P34896 ENST00000316694
P34897 ENST00000328923
P20264 ENST00000361360
P20265 ENST00000328345
Q5VZL5 ENST00000314607
P56270 ENST00000219782
A2RUS2 ENST00000262585
Q96DV4 ENST00000309352
Q8TB45 ENST00000286234
Q8TB40 ENST00000428304
Q8TAS1 ENST00000489294
Q5VZQ5 ENST00000368821
Q6MZP7 ENST00000505397
Q5SQH8 ENST00000549800
Q9H8H0 ENST00000253247
Q9H8H3 ENST00000546513
Q9H8H2 ENST00000372159
A2RUT3 ENST00000330862
Q96DU3 ENST00000368057
Q96E66 ENST00000427369
Q5SQI0 ENST00000420586
Q6MZQ0 ENST00000378867
P56202 ENST00000307886
P32297 ENST00000326828
P32298 ENST00000398052
Q8TB36 ENST00000220822
Q8TB37 ENST00000281081
Q96DU7 ENST00000263370
Q96DU9 ENST00000312600
Q16322 ENST00000369771
Q9H8G2 ENST00000333916
Q9H8G1 ENST00000261560
Q8TAQ2 ENST00000267064
Q96E52 ENST00000371226
Q8TB22 ENST00000006658
Q96DT5 ENST00000328843
Q8TB24 ENST00000216487
P56211 ENST00000566423
Q96DT0 ENST00000394618
P58872 ENST00000269051
A2RUQ5 ENST00000357754
P58876 ENST00000289316
Q96DT7 ENST00000430430
Q8TAQ5 ENST00000337995
Q96DT6 ENST00000371120
Q53TN4 ENST00000321348
A8TX70 ENST00000312481
Q15004 ENST00000300035
Q15003 ENST00000240423
Q15008 ENST00000295901
Q15007 ENST00000358372
Q15006 ENST00000220853
Q15005 ENST00000263672
Q5VZP5 ENST00000271385
Q96E40 ENST00000372136
Q8TAP8 ENST00000292330
A2RUR9 ENST00000360524
Q8TAP9 ENST00000306984
Q8TAP4 ENST00000540445
Q96DS6 ENST00000300182
Q8TAP6 ENST00000262127
Q9H8E8 ENST00000435364
Q15011 ENST00000439977
Q15014 ENST00000360458
Q15013 ENST00000451025
Q16342 ENST00000541970
Q15012 ENST00000175091
P08559 ENST00000379806
Q2KJY2 ENST00000407071
Q2PZI1 ENST00000310974
Q96DI7 ENST00000263694
Q8TAF7 ENST00000588268
Q5QJU3 ENST00000340967
Q8TAF8 ENST00000360215
Q5VZE5 ENST00000361671
Q8TAF3 ENST00000302313
P46821 ENST00000296755
P08567 ENST00000234313
P07237 ENST00000331483
Q9H7Z7 ENST00000338961
P19224 ENST00000305139
Q9H7Z3 ENST00000354366
Q9H7Z6 ENST00000448516
Q05682 ENST00000361675
Q96DH6 ENST00000284073
Q8TAE6 ENST00000361131
Q8TAE7 ENST00000306078
Q8TAE8 ENST00000316939
Q6IN85 ENST00000554943
Q6IN84 ENST00000250156
P08571 ENST00000401743
P08574 ENST00000318911
P08575 ENST00000367376
P08572 ENST00000360467
P08579 ENST00000246071
Q5VZF2 ENST00000376673
P07205 ENST00000304801
Q03013 ENST00000369836
Q03014 ENST00000282728
P34820 ENST00000372827
Q8TAD4 ENST00000396591
Q96DG6 ENST00000296658
Q8TAD7 ENST00000443585
P21506 ENST00000426665
P09871 ENST00000594877
Q8TAD8 ENST00000296215
P09874 ENST00000366794
P22830 ENST00000382873
Q6V1X1 ENST00000559233
Q03001 ENST00000244364
Q9H898 ENST00000297737
Q9H7X7 ENST00000315322
Q9H7X2 ENST00000294889
P34810 ENST00000250092
Q9H892 ENST00000572987
Q9H7X3 ENST00000330143
Q9H7X0 ENST00000424546
Q05655 ENST00000394729
